y,x
589,15434
590,15434
591,15434
592,15434
593,15434
594,15434
595,15434
596,15434
597,15434
598,15434
599,15434
600,15434
601,15434
602,15434
603,15434
604,15434
605,15434
606,15434
607,15434
608,15434
609,15434
610,15434
611,15434
612,15434
613,15434
614,15434
615,15434
616,15434
617,15434
618,15434
619,15434
620,15434
621,15434
622,15434
623,15434
624,15434
625,15434
626,15434
627,15434
628,15434
629,15434
630,15434
631,15434
632,15434
633,15434
634,15434
635,15434
636,15434
637,15434
638,15434
639,15434
640,15434
641,15434
642,15434
643,15434
644,15433
645,15433
646,15433
647,15433
648,15433
649,15433
650,15433
651,15433
652,15433
653,15433
654,15433
655,15433
656,15433
657,15433
658,15433
659,15433
660,15433
661,15433
662,15433
663,15433
664,15433
665,15433
666,15433
667,15433
668,15433
669,15433
670,15433
671,15433
672,15433
673,15433
674,15433
675,15433
676,15433
677,15433
678,15433
679,15433
680,15433
681,15433
682,15433
683,15433
684,15433
685,15433
686,15433
687,15433
688,15433
689,15433
690,15433
691,15433
692,15433
693,15433
694,15433
695,15433
696,15433
697,15432
698,15432
699,15432
700,15432
701,15432
702,15432
703,15432
704,15432
705,15432
706,15432
707,15432
708,15432
709,15432
710,15432
711,15432
712,15432
713,15432
714,15432
715,15432
716,15432
717,15432
718,15432
719,15432
720,15432
721,15432
722,15432
723,15432
724,15432
725,15432
726,15432
727,15432
728,15432
729,15432
730,15432
731,15432
732,15432
733,15432
734,15432
735,15432
736,15432
737,15432
738,15432
739,15432
740,15432
741,15432
742,15432
743,15432
744,15432
745,15432
746,15431
747,15431
748,15431
749,15431
750,15431
751,15431
752,15431
753,15431
754,15431
755,15431
756,15431
757,15431
758,15431
759,15431
760,15431
761,15431
762,15431
763,15431
764,15431
765,15431
766,15431
767,15431
768,15431
769,15431
770,15431
771,15431
772,15431
773,15431
774,15431
775,15431
776,15431
777,15431
778,15431
779,15431
780,15431
781,15431
782,15431
783,15431
784,15431
785,15431
786,15431
787,15431
788,15431
789,15431
790,15431
791,15431
792,15430
793,15430
794,15430
795,15430
796,15430
797,15430
798,15430
799,15430
800,15430
801,15430
802,15430
803,15430
804,15430
805,15430
806,15430
807,15430
808,15430
809,15430
810,15430
811,15430
812,15430
813,15430
814,15430
815,15430
816,15430
817,15430
818,15430
819,15430
820,15430
821,15430
822,15430
823,15430
824,15430
825,15430
826,15430
827,15430
828,15430
829,15430
830,15430
831,15430
832,15430
833,15430
834,15430
835,15429
836,15429
837,15429
838,15429
839,15429
840,15429
841,15429
842,15429
843,15429
844,15429
845,15429
846,15429
847,15429
848,15429
849,15429
850,15429
851,15429
852,15429
853,15429
854,15429
855,15429
856,15429
857,15429
858,15429
859,15429
860,15429
861,15429
862,15429
863,15429
864,15429
865,15429
866,15429
867,15429
868,15429
869,15429
870,15429
871,15429
872,15429
873,15429
874,15429
875,15429
876,15428
877,15428
878,15428
879,15428
880,15428
881,15428
882,15428
883,15428
884,15428
885,15428
886,15428
887,15428
888,15428
889,15428
890,15428
891,15428
892,15428
893,15428
894,15428
895,15428
896,15428
897,15428
898,15428
899,15428
900,15428
901,15428
902,15428
903,15428
904,15428
905,15428
906,15428
907,15428
908,15428
909,15428
910,15428
911,15428
912,15428
913,15428
914,15428
915,15428
916,15427
917,15427
918,15427
919,15427
920,15427
921,15427
922,15427
923,15427
924,15427
925,15427
926,15427
927,15427
928,15427
929,15427
930,15427
931,15427
932,15427
933,15427
934,15427
935,15427
936,15427
937,15427
938,15427
939,15427
940,15427
941,15427
942,15427
943,15427
944,15427
945,15427
946,15427
947,15427
948,15427
949,15427
950,15427
951,15427
952,15427
953,15427
954,15426
955,15426
956,15426
957,15426
958,15426
959,15426
960,15426
961,15426
962,15426
963,15426
964,15426
965,15426
966,15426
967,15426
968,15426
969,15426
970,15426
971,15426
972,15426
973,15426
974,15426
975,15426
976,15426
977,15426
978,15426
979,15426
980,15426
981,15426
982,15426
983,15426
984,15426
985,15426
986,15426
987,15426
988,15426
989,15426
990,15425
991,15425
992,15425
993,15425
994,15425
995,15425
996,15425
997,15425
998,15425
999,15425
1000,15425
1001,15425
1002,15425
1003,15425
1004,15425
1005,15425
1006,15425
1007,15425
1008,15425
1009,15425
1010,15425
1011,15425
1012,15425
1013,15425
1014,15425
1015,15425
1016,15425
1017,15425
1018,15425
1019,15425
1020,15425
1021,15425
1022,15425
1023,15425
1024,15425
1025,15424
1026,15424
1027,15424
1028,15424
1029,15424
1030,15424
1031,15424
1032,15424
1033,15424
1034,15424
1035,15424
1036,15424
1037,15424
1038,15424
1039,15424
1040,15424
1041,15424
1042,15424
1043,15424
1044,15424
1045,15424
1046,15424
1047,15424
1048,15424
1049,15424
1050,15424
1051,15424
1052,15424
1053,15424
1054,15424
1055,15424
1056,15424
1057,15424
1058,15424
1059,15423
1060,15423
1061,15423
1062,15423
1063,15423
1064,15423
1065,15423
1066,15423
1067,15423
1068,15423
1069,15423
1070,15423
1071,15423
1072,15423
1073,15423
1074,15423
1075,15423
1076,15423
1077,15423
1078,15423
1079,15423
1080,15423
1081,15423
1082,15423
1083,15423
1084,15423
1085,15423
1086,15423
1087,15423
1088,15423
1089,15423
1090,15423
1091,15422
1092,15422
1093,15422
1094,15422
1095,15422
1096,15422
1097,15422
1098,15422
1099,15422
1100,15422
1101,15422
1102,15422
1103,15422
1104,15422
1105,15422
1106,15422
1107,15422
1108,15422
1109,15422
1110,15422
1111,15422
1112,15422
1113,15422
1114,15422
1115,15422
1116,15422
1117,15422
1118,15422
1119,15422
1120,15422
1121,15422
1122,15422
1123,15421
1124,15421
1125,15421
1126,15421
1127,15421
1128,15421
1129,15421
1130,15421
1131,15421
1132,15421
1133,15421
1134,15421
1135,15421
1136,15421
1137,15421
1138,15421
1139,15421
1140,15421
1141,15421
1142,15421
1143,15421
1144,15421
1145,15421
1146,15421
1147,15421
1148,15421
1149,15421
1150,15421
1151,15421
1152,15421
1153,15421
1154,15420
1155,15420
1156,15420
1157,15420
1158,15420
1159,15420
1160,15420
1161,15420
1162,15420
1163,15420
1164,15420
1165,15420
1166,15420
1167,15420
1168,15420
1169,15420
1170,15420
1171,15420
1172,15420
1173,15420
1174,15420
1175,15420
1176,15420
1177,15420
1178,15420
1179,15420
1180,15420
1181,15420
1182,15420
1183,15420
1184,15419
1185,15419
1186,15419
1187,15419
1188,15419
1189,15419
1190,15419
1191,15419
1192,15419
1193,15419
1194,15419
1195,15419
1196,15419
1197,15419
1198,15419
1199,15419
1200,15419
1201,15419
1202,15419
1203,15419
1204,15419
1205,15419
1206,15419
1207,15419
1208,15419
1209,15419
1210,15419
1211,15419
1212,15419
1213,15418
1214,15418
1215,15418
1216,15418
1217,15418
1218,15418
1219,15418
1220,15418
1221,15418
1222,15418
1223,15418
1224,15418
1225,15418
1226,15418
1227,15418
1228,15418
1229,15418
1230,15418
1231,15418
1232,15418
1233,15418
1234,15418
1235,15418
1236,15418
1237,15418
1238,15418
1239,15418
1240,15418
1241,15418
1242,15417
1243,15417
1244,15417
1245,15417
1246,15417
1247,15417
1248,15417
1249,15417
1250,15417
1251,15417
1252,15417
1253,15417
1254,15417
1255,15417
1256,15417
1257,15417
1258,15417
1259,15417
1260,15417
1261,15417
1262,15417
1263,15417
1264,15417
1265,15417
1266,15417
1267,15417
1268,15417
1269,15417
1270,15416
1271,15416
1272,15416
1273,15416
1274,15416
1275,15416
1276,15416
1277,15416
1278,15416
1279,15416
1280,15416
1281,15416
1282,15416
1283,15416
1284,15416
1285,15416
1286,15416
1287,15416
1288,15416
1289,15416
1290,15416
1291,15416
1292,15416
1293,15416
1294,15416
1295,15416
1296,15416
1297,15415
1298,15415
1299,15415
1300,15415
1301,15415
1302,15415
1303,15415
1304,15415
1305,15415
1306,15415
1307,15415
1308,15415
1309,15415
1310,15415
1311,15415
1312,15415
1313,15415
1314,15415
1315,15415
1316,15415
1317,15415
1318,15415
1319,15415
1320,15415
1321,15415
1322,15415
1323,15415
1324,15414
1325,15414
1326,15414
1327,15414
1328,15414
1329,15414
1330,15414
1331,15414
1332,15414
1333,15414
1334,15414
1335,15414
1336,15414
1337,15414
1338,15414
1339,15414
1340,15414
1341,15414
1342,15414
1343,15414
1344,15414
1345,15414
1346,15414
1347,15414
1348,15414
1349,15414
1350,15413
1351,15413
1352,15413
1353,15413
1354,15413
1355,15413
1356,15413
1357,15413
1358,15413
1359,15413
1360,15413
1361,15413
1362,15413
1363,15413
1364,15413
1365,15413
1366,15413
1367,15413
1368,15413
1369,15413
1370,15413
1371,15413
1372,15413
1373,15413
1374,15413
1375,15413
1376,15412
1377,15412
1378,15412
1379,15412
1380,15412
1381,15412
1382,15412
1383,15412
1384,15412
1385,15412
1386,15412
1387,15412
1388,15412
1389,15412
1390,15412
1391,15412
1392,15412
1393,15412
1394,15412
1395,15412
1396,15412
1397,15412
1398,15412
1399,15412
1400,15412
1401,15411
1402,15411
1403,15411
1404,15411
1405,15411
1406,15411
1407,15411
1408,15411
1409,15411
1410,15411
1411,15411
1412,15411
1413,15411
1414,15411
1415,15411
1416,15411
1417,15411
1418,15411
1419,15411
1420,15411
1421,15411
1422,15411
1423,15411
1424,15411
1425,15411
1426,15410
1427,15410
1428,15410
1429,15410
1430,15410
1431,15410
1432,15410
1433,15410
1434,15410
1435,15410
1436,15410
1437,15410
1438,15410
1439,15410
1440,15410
1441,15410
1442,15410
1443,15410
1444,15410
1445,15410
1446,15410
1447,15410
1448,15410
1449,15410
1450,15409
1451,15409
1452,15409
1453,15409
1454,15409
1455,15409
1456,15409
1457,15409
1458,15409
1459,15409
1460,15409
1461,15409
1462,15409
1463,15409
1464,15409
1465,15409
1466,15409
1467,15409
1468,15409
1469,15409
1470,15409
1471,15409
1472,15409
1473,15409
1474,15408
1475,15408
1476,15408
1477,15408
1478,15408
1479,15408
1480,15408
1481,15408
1482,15408
1483,15408
1484,15408
1485,15408
1486,15408
1487,15408
1488,15408
1489,15408
1490,15408
1491,15408
1492,15408
1493,15408
1494,15408
1495,15408
1496,15408
1497,15407
1498,15407
1499,15407
1500,15407
1501,15407
1502,15407
1503,15407
1504,15407
1505,15407
1506,15407
1507,15407
1508,15407
1509,15407
1510,15407
1511,15407
1512,15407
1513,15407
1514,15407
1515,15407
1516,15407
1517,15407
1518,15407
1519,15407
1520,15406
1521,15406
1522,15406
1523,15406
1524,15406
1525,15406
1526,15406
1527,15406
1528,15406
1529,15406
1530,15406
1531,15406
1532,15406
1533,15406
1534,15406
1535,15406
1536,15406
1537,15406
1538,15406
1539,15406
1540,15406
1541,15406
1542,15406
1543,15405
1544,15405
1545,15405
1546,15405
1547,15405
1548,15405
1549,15405
1550,15405
1551,15405
1552,15405
1553,15405
1554,15405
1555,15405
1556,15405
1557,15405
1558,15405
1559,15405
1560,15405
1561,15405
1562,15405
1563,15405
1564,15405
1565,15404
1566,15404
1567,15404
1568,15404
1569,15404
1570,15404
1571,15404
1572,15404
1573,15404
1574,15404
1575,15404
1576,15404
1577,15404
1578,15404
1579,15404
1580,15404
1581,15404
1582,15404
1583,15404
1584,15404
1585,15404
1586,15404
1587,15403
1588,15403
1589,15403
1590,15403
1591,15403
1592,15403
1593,15403
1594,15403
1595,15403
1596,15403
1597,15403
1598,15403
1599,15403
1600,15403
1601,15403
1602,15403
1603,15403
1604,15403
1605,15403
1606,15403
1607,15403
1608,15403
1609,15402
1610,15402
1611,15402
1612,15402
1613,15402
1614,15402
1615,15402
1616,15402
1617,15402
1618,15402
1619,15402
1620,15402
1621,15402
1622,15402
1623,15402
1624,15402
1625,15402
1626,15402
1627,15402
1628,15402
1629,15402
1630,15402
1631,15401
1632,15401
1633,15401
1634,15401
1635,15401
1636,15401
1637,15401
1638,15401
1639,15401
1640,15401
1641,15401
1642,15401
1643,15401
1644,15401
1645,15401
1646,15401
1647,15401
1648,15401
1649,15401
1650,15401
1651,15401
1652,15400
1653,15400
1654,15400
1655,15400
1656,15400
1657,15400
1658,15400
1659,15400
1660,15400
1661,15400
1662,15400
1663,15400
1664,15400
1665,15400
1666,15400
1667,15400
1668,15400
1669,15400
1670,15400
1671,15400
1672,15400
1673,15399
1674,15399
1675,15399
1676,15399
1677,15399
1678,15399
1679,15399
1680,15399
1681,15399
1682,15399
1683,15399
1684,15399
1685,15399
1686,15399
1687,15399
1688,15399
1689,15399
1690,15399
1691,15399
1692,15399
1693,15398
1694,15398
1695,15398
1696,15398
1697,15398
1698,15398
1699,15398
1700,15398
1701,15398
1702,15398
1703,15398
1704,15398
1705,15398
1706,15398
1707,15398
1708,15398
1709,15398
1710,15398
1711,15398
1712,15398
1713,15398
1714,15397
1715,15397
1716,15397
1717,15397
1718,15397
1719,15397
1720,15397
1721,15397
1722,15397
1723,15397
1724,15397
1725,15397
1726,15397
1727,15397
1728,15397
1729,15397
1730,15397
1731,15397
1732,15397
1733,15397
1734,15396
1735,15396
1736,15396
1737,15396
1738,15396
1739,15396
1740,15396
1741,15396
1742,15396
1743,15396
1744,15396
1745,15396
1746,15396
1747,15396
1748,15396
1749,15396
1750,15396
1751,15396
1752,15396
1753,15396
1754,15395
1755,15395
1756,15395
1757,15395
1758,15395
1759,15395
1760,15395
1761,15395
1762,15395
1763,15395
1764,15395
1765,15395
1766,15395
1767,15395
1768,15395
1769,15395
1770,15395
1771,15395
1772,15395
1773,15394
1774,15394
1775,15394
1776,15394
1777,15394
1778,15394
1779,15394
1780,15394
1781,15394
1782,15394
1783,15394
1784,15394
1785,15394
1786,15394
1787,15394
1788,15394
1789,15394
1790,15394
1791,15394
1792,15394
1793,15393
1794,15393
1795,15393
1796,15393
1797,15393
1798,15393
1799,15393
1800,15393
1801,15393
1802,15393
1803,15393
1804,15393
1805,15393
1806,15393
1807,15393
1808,15393
1809,15393
1810,15393
1811,15393
1812,15392
1813,15392
1814,15392
1815,15392
1816,15392
1817,15392
1818,15392
1819,15392
1820,15392
1821,15392
1822,15392
1823,15392
1824,15392
1825,15392
1826,15392
1827,15392
1828,15392
1829,15392
1830,15392
1831,15391
1832,15391
1833,15391
1834,15391
1835,15391
1836,15391
1837,15391
1838,15391
1839,15391
1840,15391
1841,15391
1842,15391
1843,15391
1844,15391
1845,15391
1846,15391
1847,15391
1848,15391
1849,15390
1850,15390
1851,15390
1852,15390
1853,15390
1854,15390
1855,15390
1856,15390
1857,15390
1858,15390
1859,15390
1860,15390
1861,15390
1862,15390
1863,15390
1864,15390
1865,15390
1866,15390
1867,15390
1868,15389
1869,15389
1870,15389
1871,15389
1872,15389
1873,15389
1874,15389
1875,15389
1876,15389
1877,15389
1878,15389
1879,15389
1880,15389
1881,15389
1882,15389
1883,15389
1884,15389
1885,15389
1886,15388
1887,15388
1888,15388
1889,15388
1890,15388
1891,15388
1892,15388
1893,15388
1894,15388
1895,15388
1896,15388
1897,15388
1898,15388
1899,15388
1900,15388
1901,15388
1902,15388
1903,15388
1904,15388
1905,15387
1906,15387
1907,15387
1908,15387
1909,15387
1910,15387
1911,15387
1912,15387
1913,15387
1914,15387
1915,15387
1916,15387
1917,15387
1918,15387
1919,15387
1920,15387
1921,15387
1922,15387
1923,15386
1924,15386
1925,15386
1926,15386
1927,15386
1928,15386
1929,15386
1930,15386
1931,15386
1932,15386
1933,15386
1934,15386
1935,15386
1936,15386
1937,15386
1938,15386
1939,15386
1940,15385
1941,15385
1942,15385
1943,15385
1944,15385
1945,15385
1946,15385
1947,15385
1948,15385
1949,15385
1950,15385
1951,15385
1952,15385
1953,15385
1954,15385
1955,15385
1956,15385
1957,15385
1958,15384
1959,15384
1960,15384
1961,15384
1962,15384
1963,15384
1964,15384
1965,15384
1966,15384
1967,15384
1968,15384
1969,15384
1970,15384
1971,15384
1972,15384
1973,15384
1974,15384
1975,15383
1976,15383
1977,15383
1978,15383
1979,15383
1980,15383
1981,15383
1982,15383
1983,15383
1984,15383
1985,15383
1986,15383
1987,15383
1988,15383
1989,15383
1990,15383
1991,15383
1992,15383
1993,15382
1994,15382
1995,15382
1996,15382
1997,15382
1998,15382
1999,15382
2000,15382
2001,15382
2002,15382
2003,15382
2004,15382
2005,15382
2006,15382
2007,15382
2008,15382
2009,15382
2010,15381
2011,15381
2012,15381
2013,15381
2014,15381
2015,15381
2016,15381
2017,15381
2018,15381
2019,15381
2020,15381
2021,15381
2022,15381
2023,15381
2024,15381
2025,15381
2026,15381
2027,15380
2028,15380
2029,15380
2030,15380
2031,15380
2032,15380
2033,15380
2034,15380
2035,15380
2036,15380
2037,15380
2038,15380
2039,15380
2040,15380
2041,15380
2042,15380
2043,15380
2044,15379
2045,15379
2046,15379
2047,15379
2048,15379
2049,15379
2050,15379
2051,15379
2052,15379
2053,15379
2054,15379
2055,15379
2056,15379
2057,15379
2058,15379
2059,15379
2060,15378
2061,15378
2062,15378
2063,15378
2064,15378
2065,15378
2066,15378
2067,15378
2068,15378
2069,15378
2070,15378
2071,15378
2072,15378
2073,15378
2074,15378
2075,15378
2076,15378
2077,15377
2078,15377
2079,15377
2080,15377
2081,15377
2082,15377
2083,15377
2084,15377
2085,15377
2086,15377
2087,15377
2088,15377
2089,15377
2090,15377
2091,15377
2092,15377
2093,15376
2094,15376
2095,15376
2096,15376
2097,15376
2098,15376
2099,15376
2100,15376
2101,15376
2102,15376
2103,15376
2104,15376
2105,15376
2106,15376
2107,15376
2108,15376
2109,15376
2110,15375
2111,15375
2112,15375
2113,15375
2114,15375
2115,15375
2116,15375
2117,15375
2118,15375
2119,15375
2120,15375
2121,15375
2122,15375
2123,15375
2124,15375
2125,15375
2126,15374
2127,15374
2128,15374
2129,15374
2130,15374
2131,15374
2132,15374
2133,15374
2134,15374
2135,15374
2136,15374
2137,15374
2138,15374
2139,15374
2140,15374
2141,15374
2142,15373
2143,15373
2144,15373
2145,15373
2146,15373
2147,15373
2148,15373
2149,15373
2150,15373
2151,15373
2152,15373
2153,15373
2154,15373
2155,15373
2156,15373
2157,15373
2158,15372
2159,15372
2160,15372
2161,15372
2162,15372
2163,15372
2164,15372
2165,15372
2166,15372
2167,15372
2168,15372
2169,15372
2170,15372
2171,15372
2172,15372
2173,15371
2174,15371
2175,15371
2176,15371
2177,15371
2178,15371
2179,15371
2180,15371
2181,15371
2182,15371
2183,15371
2184,15371
2185,15371
2186,15371
2187,15371
2188,15371
2189,15370
2190,15370
2191,15370
2192,15370
2193,15370
2194,15370
2195,15370
2196,15370
2197,15370
2198,15370
2199,15370
2200,15370
2201,15370
2202,15370
2203,15370
2204,15370
2205,15369
2206,15369
2207,15369
2208,15369
2209,15369
2210,15369
2211,15369
2212,15369
2213,15369
2214,15369
2215,15369
2216,15369
2217,15369
2218,15369
2219,15369
2220,15368
2221,15368
2222,15368
2223,15368
2224,15368
2225,15368
2226,15368
2227,15368
2228,15368
2229,15368
2230,15368
2231,15368
2232,15368
2233,15368
2234,15368
2235,15367
2236,15367
2237,15367
2238,15367
2239,15367
2240,15367
2241,15367
2242,15367
2243,15367
2244,15367
2245,15367
2246,15367
2247,15367
2248,15367
2249,15367
2250,15366
2251,15366
2252,15366
2253,15366
2254,15366
2255,15366
2256,15366
2257,15366
2258,15366
2259,15366
2260,15366
2261,15366
2262,15366
2263,15366
2264,15366
2265,15366
2266,15365
2267,15365
2268,15365
2269,15365
2270,15365
2271,15365
2272,15365
2273,15365
2274,15365
2275,15365
2276,15365
2277,15365
2278,15365
2279,15365
2280,15365
2281,15364
2282,15364
2283,15364
2284,15364
2285,15364
2286,15364
2287,15364
2288,15364
2289,15364
2290,15364
2291,15364
2292,15364
2293,15364
2294,15364
2295,15363
2296,15363
2297,15363
2298,15363
2299,15363
2300,15363
2301,15363
2302,15363
2303,15363
2304,15363
2305,15363
2306,15363
2307,15363
2308,15363
2309,15363
2310,15362
2311,15362
2312,15362
2313,15362
2314,15362
2315,15362
2316,15362
2317,15362
2318,15362
2319,15362
2320,15362
2321,15362
2322,15362
2323,15362
2324,15362
2325,15361
2326,15361
2327,15361
2328,15361
2329,15361
2330,15361
2331,15361
2332,15361
2333,15361
2334,15361
2335,15361
2336,15361
2337,15361
2338,15361
2339,15360
2340,15360
2341,15360
2342,15360
2343,15360
2344,15360
2345,15360
2346,15360
2347,15360
2348,15360
2349,15360
2350,15360
2351,15360
2352,15360
2353,15360
2354,15359
2355,15359
2356,15359
2357,15359
2358,15359
2359,15359
2360,15359
2361,15359
2362,15359
2363,15359
2364,15359
2365,15359
2366,15359
2367,15359
2368,15358
2369,15358
2370,15358
2371,15358
2372,15358
2373,15358
2374,15358
2375,15358
2376,15358
2377,15358
2378,15358
2379,15358
2380,15358
2381,15358
2382,15357
2383,15357
2384,15357
2385,15357
2386,15357
2387,15357
2388,15357
2389,15357
2390,15357
2391,15357
2392,15357
2393,15357
2394,15357
2395,15357
2396,15357
2397,15356
2398,15356
2399,15356
2400,15356
2401,15356
2402,15356
2403,15356
2404,15356
2405,15356
2406,15356
2407,15356
2408,15356
2409,15356
2410,15356
2411,15355
2412,15355
2413,15355
2414,15355
2415,15355
2416,15355
2417,15355
2418,15355
2419,15355
2420,15355
2421,15355
2422,15355
2423,15355
2424,15355
2425,15354
2426,15354
2427,15354
2428,15354
2429,15354
2430,15354
2431,15354
2432,15354
2433,15354
2434,15354
2435,15354
2436,15354
2437,15354
2438,15353
2439,15353
2440,15353
2441,15353
2442,15353
2443,15353
2444,15353
2445,15353
2446,15353
2447,15353
2448,15353
2449,15353
2450,15353
2451,15353
2452,15352
2453,15352
2454,15352
2455,15352
2456,15352
2457,15352
2458,15352
2459,15352
2460,15352
2461,15352
2462,15352
2463,15352
2464,15352
2465,15352
2466,15351
2467,15351
2468,15351
2469,15351
2470,15351
2471,15351
2472,15351
2473,15351
2474,15351
2475,15351
2476,15351
2477,15351
2478,15351
2479,15351
2480,15350
2481,15350
2482,15350
2483,15350
2484,15350
2485,15350
2486,15350
2487,15350
2488,15350
2489,15350
2490,15350
2491,15350
2492,15350
2493,15349
2494,15349
2495,15349
2496,15349
2497,15349
